"SampleID","Hill_q0","Hill_q1","Hill_q2","eventID","proportionshallow","distance.km.","NearestShelf_Longitude","NearestShelf_Latitude","ShelfMatch","rownames.d.","score","scorecn","scorecy","scorepfc","scoreth","scoretr","grav_NC","sediment","nutrient","pop_count","num_ports","reef_value","cumul_score"
"MOO_22_BS",64,16.7138999914253,9.19934294914066,"Ransome_MOO02_MOO22_120201_140118",0.023178808,5850,153.8916854,-28.64999902,2,"Ransome_MOO02_MOO22_120201_140118",0.12817,-0.79266,0.50689,0.58821,0.893,1.18951,0.76544736,0.974087833,0.698229322,0.89819767,0,0.930379515,0.71105695
"MOO_23_BS",54,14.1364194820997,7.4956982891137,"Ransome_MOO02_MOO23_120201_140119",0.023178808,5850,153.8916854,-28.64999902,2,"Ransome_MOO02_MOO23_120201_140119",0.12817,-0.79266,0.50689,0.58821,0.893,1.18951,0.76544736,0.974087833,0.698229322,0.89819767,0,0.930379515,0.71105695
"MOO_27_BS",92,16.9328057469459,8.94193214457161,"Ransome_MOO03_MOO27_120201_140121",0.023255814,5850,153.8916854,-28.64999902,2,"Ransome_MOO03_MOO27_120201_140121",0.12817,-0.79266,0.50689,0.58821,0.893,1.18951,0.76544736,0.974087833,0.698229322,0.89819767,0,0.930379515,0.71105695
"OAH_12_BS",69,9.09027518577161,6.06189524231561,"Ransome_OAH12_OAH12B_100101_2013",0.174193548,6410,137.5416854,37.45000664,1,"Ransome_OAH12_OAH12B_100101_2013",0.00534,-0.57198,0.76178,-1.03765,0.99656,0.12738,0.991946208,0.894769751,0.858751129,0.975401128,0,0.981207414,0.783679272
"OFU_3B_BS",48,3.91887559993216,2.09960468778329,"Ransome_OFU03_OFU03B_120401_150201",0,4000,153.3916854,-22.39999848,2,"Ransome_OFU03_OFU03B_120401_150201",-0.09126,-1.28093,-0.13994,0.26332,-0.58637,-0.96581,0.145436497,0,0,0.477782255,0,0.760348743,0.230594583
"OFU_3B2_BS",45,4.09002964504012,2.21727515849979,"Ransome_OFU03_OFU03B_120401_150201",0,4000,153.3916854,-22.39999848,2,"Ransome_OFU03_OFU03B_120401_150201",-0.09126,-1.28093,-0.13994,0.26332,-0.58637,-0.96581,0.145436497,0,0,0.477782255,0,0.760348743,0.230594583
"OFU_3C_BS",35,2.45946091603941,1.66484764238875,"Ransome_OFU03_OFU03C_120401_150201",0,4000,153.3916854,-22.39999848,2,"Ransome_OFU03_OFU03C_120401_150201",-0.09126,-1.28093,-0.13994,0.26332,-0.58637,-0.96581,0.145436497,0,0,0.477782255,0,0.760348743,0.230594583
"OFU_4_BS",53,8.3728498837091,4.51104097593524,"Ransome_OFU04_OFU04C_120401_150201",0,4000,153.3916854,-22.39999848,2,"Ransome_OFU04_OFU04C_120401_150201",-0.0884,-1.28093,-0.13487,0.26356,-0.55858,-0.93913,0.140960087,0,0,0.522968716,0,0.774067697,0.239666083
"OLO_04_BS",63,6.25059230192221,2.39990673896004,"Ransome_OLO04_OLO04C_120401_150201",0,4000,153.3916854,-22.39999848,2,"Ransome_OLO04_OLO04C_120401_150201",-0.0884,-1.28093,-0.13487,0.26356,-0.55858,-0.93913,0.140960087,0,0,0.522968716,0,0.774067697,0.239666083
"PAG_1_BS",73,6.70835507558154,3.77385342061318,"Ransome_PAG01_PAG01C_110101_140101",0.003278689,2110,130.5416854,31.1500061,1,"Ransome_PAG01_PAG01C_110101_140101",-0.22852,-2.65829,-2.64548,0.01333,-0.48497,-0.17121,NA,0,0,0,0,0,0
"PAG_5_BS",80,6.48952376337899,3.05989551684817,"Ransome_PAG05_PAG05C_110101_140101",0.003257329,2110,130.5416854,31.1500061,1,"Ransome_PAG05_PAG05C_110101_140101",-0.22852,-2.65829,-2.64548,0.01333,-0.48497,-0.17121,NA,0,0,0,0,0,0
"PAG_9_BS",78,10.2863845990388,5.14556146654953,"Ransome_PAG09_PAG09B_110101_140101",0.003311258,2110,130.5416854,31.1500061,1,"Ransome_PAG09_PAG09B_110101_140101",-0.22852,-2.65829,-2.64548,0.01333,-0.48497,-0.17121,NA,0,0,0,0,0,0
"PAL_01_BS",46,7.15446472462842,3.63505289737939,"Ransome_PAL01_PAL01C_120501_150301",0,5760,152.8416854,-21.09999837,2,"Ransome_PAL01_PAL01C_120501_150301",-0.17123,-3.07548,0.76178,-2.0597,0.8417,0.61063,0.027457811,0.456193909,0,0,0,0,0.08060862
